Overall CEFR rating,Learner text,Filename
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",Text_18.txt
A2,"Leibe Julia,",1091_0000102.txt
B2,Tobias Michael Meier Müller,1023_0101849.txt
A1,Liber Jens,1071_0024838.txt
B2,den 18.6.2011,1031_0003065.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,German_a1_047.txt
B2,Wohnungssituation in meinen Heimatstadt. - - Stadt X.,1031_0003389.txt
B2,"Stadt X, den 10. Mai 2011.",1031_0003260.txt
B1,Lieber Michael.                                        24.6.2012,1091_0000246.txt
A1,Liebe Freundin-,1071_0242093.txt
B1,"Stadt X, 13.03.2012",1061_0120427.txt
B1,"Liebe Eva,",1091_0000159.txt
A2,"Liebe Daniela,",1071_0243501.txt
A2,"Hallo Dani, wie geh´s dir?",1071_0248336.txt
B2,"Eva Meier, bahnhofstraße 12, 4321 Stadt X. tel. 012,345,67-89",1023_0101900.txt
B2,"Julia Winkelmann                                        Stadt X, 13. Aug. 2011",1023_0109030.txt
B1,"Eva Winkelmann                       Stadt X, 5.03.10.",1023_0101695.txt
A1,Stadt X. 26-4-12,1071_0024772.txt
A2,"Hallo Daniela,",1071_0024821.txt
A2,"Liebe Dana,",1061_0120272.txt
A2,"Liebe Julia,                                                  12.03.2012",1091_0000272.txt
C1,"Richtige Verhalten als Gast im Ausland In die heutige globaliesirte Gesellschaft ist es nicht ungewöhnlich, wenn man von seinem Heimatland wo anders wegzieht, von welchem Grund aus immer sein sollte. Heutzutage ist es relative einfach eine niederlassung am andere Ende der Welt, villeicht auf einen anderen Kontinent oder einfach im Nachbarland zu finden. Menschen ziehen um entweder aus beruflichen oder politische Gründen, oder ganz einfach, weil sie die Welt sehen möchten, aus Abenteuerlust. Mal zieht die Familie auch mit um, manchmal nicht. Es kann für eine kürzere Zeitraum sein, oder für immer. Wie auch immer, es gehört einfach dazu, als zivilisierter Mensch, die Regeln und Gesätze des Emfangerländes kennen zu lernen und befolgen. Es soll auch im nächsten Nachbarschaft, also in einem Haus, oder Straße, Bezirk eingehalten werden, dass man Konflikte zwischen die Bewohner vermeidet. Also soll man natürlich die verschiedenen Behörden nicht entgegen gehen. Schlieslich sind wir keine Kriminelle. Wenn ich in einem anderen Land umziehen würde, würde ich die möglichs beste Beziehung mit meinem Nachbarn, Arbeitskollegen pflegen. Schon vorher würde ich mich informieren über die Traditionen des gewählten Landes. Es gibt zB. während einen Urlaub im arabischen Ländern örtliche vorschriften, die besser einzuhalten sind für ausländer. Deshalb denke ich, dass währen einen daueraufenthalt man so gut wie möglich assimilieren sollte. Es bedeutet das wir mit die einheimischen Bekannten ihre Feste feien können, um uns kulturell zu einander näher zu bringen. Und umgekehrt auch: wir sollen sie an unserer Kulturleben teilnehmen zu lassen: zeigen, wie wir familiere Ereignisse feiern, und auch für uns wichtige nationale Feiertage Ihnen bekannt machen, von unsere Geschichte zu erzählen.",1031_0003217.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,Text_45.txt
B2,Julia Winkelmann,1023_0107074.txt
B1,Lieber Michael                                 Stadt X 22.2.2012,1061_0120300.txt
C1,Multikultur für eine wertvoller Welt.,1031_0001998.txt
A2,"Stadt X, 27.02.2012.",1061_1202915.txt
A2,"Liebe Anna,",1071_0242023.txt
B1,"Michael Meier                                              Stadt X, den 7.07.2010-unreadable-.",1023_0103832.txt
B1,27 Feb. 2012,1061_0120373.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",Text_38.txt
C1,Assimilation?,1031_0003244.txt
A2,"Hallo Ingo,",1071_0024710.txt
B1,Stefan Müller,1023_0109402.txt
A1,Liber Daniela,1071_0024813.txt
A2,3 März 2012,1071_0024690.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,German_a1_041.txt
A2,"Stadt X, den 11.3.2012",1061_0120338.txt
B2,Au-pair-Agentur Schultz & Partner,1023_0108889.txt
A2,Michael Meier,1091_0000209.txt
B2,"Zur Globalisierung ist heutzuge unvermeindlich eine zweite Sprache oder dritte Sprache zu können. Im Rahmen gibt es viele Leute die Fremdsprache auf Englisch, Deutsch Französisch zu lernen, weil sie zukunftiger Beruf oder Studium brauchen müssen. Aus diesem Grund ist die Sprache in der Lage, ein Gerät um erfolgreiche Zukunft zu erreichen. Aber wie? und welche Sprache soll man auswälen? Dazu würde ich meine Meinung äußern und ein paap Vorschläge machen.",1031_0003309.txt
B2,"Die Frage, ob die Traditionen des Heimatlandes in einem fremden Land fortgesetzt werden dürfen, müsste bereits mit der Entscheidung beginnen, die für eine ausländische Aufenthalt getroffen wurde. Wenn jemand im Ausland lebt, muss es gerade bewusst sein, dass man sich an das Gastland anpassen muss.",1031_0003339.txt
C2,"Die Literatur, Philosophie und Musik sind untrennbar mit der deutschen Sprache verbunden.",German_c2_071.txt
B1,Aupairsglobal                                                                   Maria Meier,1023_0104207.txt
C2,Die deutsche Sprache bietet eine faszinierende Vielfalt an Ausdrucksmöglichkeiten.,German_c2_010.txt
A2,"Stadt X, den 22.03.2012",1061_0120388.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,German_a1_029.txt
B2,"Das Thema „Ist es sinnvoll, auch im Ausland die Traditionen des einiges Heimatlandes forzusetzen, oder sollte man sich an der Kultur des Gastlandes orientieren?“Ich finde das Thema sehr interessant, wie alle Thema hat Argumenten dafür und dagegen. Ich bin seit 15 Jahren in der Schweiz und habe ich die Kultur und die Traditionen von Stadt X sehr geschätzt. Es ist eine Vorteil die Traditionen von dem Gastland zu kennen, eine gute Mittel um die Kulturkreis zu erweitern. Aus eigener Erfahrung kann ich sagen, dass es ist ein schönes Erlebnis in Stadt X die Traditionen wie zum Beispiel Fasnacht zu geniessen und wissen, warum unbedingt um 5 Uhr Morgens das Fasnacht anfangen sollte. Am Anfang habe ich nicht begreifen so eine Wahnsinnige Veranstaltung, nachher war ich komplet überzeugt. Die Nachteile die eigene Traditionen im neuen Heimatland zu forsetzen ist das die neue generation, werden weniger von seines ursprüngliches Land wissen und und Traditionen werden irgendwie verloren. Hierzu kann ich wieder ein gutes Beispiel aus eigener Erfahrung anführen:",1031_0003330.txt
A2,"Lieber Michael,",1061_0120889.txt
B1,"Liebe Daniela,",1071_0248309.txt
A2,Liebe Freund Ingo:,1071_0024678.txt
A2,"Stadt X, 28.02.3012.",1061_1029116.txt
B1,"Ich möchte einen Bericht über den Wohnungsmarkt in Stadt X beschreiben. Zur Zeit muss man mehr Geld als früher haben, um eine Wohnung zu mieten. oder kaufen. Die Mietkosten in der Stadt hoher geworden. Daswegen gibts möglichkeit billiger Wohnung finden, aber im schlechten Bezirken, d.h. gefährliche Teile des Stadt. Oder, die Leute, die Lust haben selbe eine Wohnung renovieren, haben möglichkeit bedürfnissrenovierung Wohnung finden. Ich finde diese Idee auch nicht schlecht, weil du selbe Kreativität und eigene Fantasie zeigen kann.",1031_0003386.txt
B1,"Stadt X, den 24. Februa 2012",1061_0120318.txt
B1,Liebe Michael,1061_0120500.txt
B1,Meier Müller Friedrich                                       05.03.10,1023_0101690.txt
B1,"Liebe Silke,",1061_0120329.txt
A2,Hallo liebe Katharina.,1071_0248339.txt
A2,Stadt X 10.03.2012,1091_0000195.txt
C1,"Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt.",German_C1_Text_20.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",Text_42.txt
A2,"Liebe Freundin,",1091_0000164.txt
B1,Meier Katharina,1023_0101844.txt
A1,"Hallo, meine freundin Daniiela,",1071_0024815.txt
A2,"Liebe Daniela, möchte ich in der schwimmer gehen. Kommst du mit? Wir gehen nach dem Schule, in Stadt X. Da gibst ein schun  schwimmer.",1071_0248342.txt
C1,Warum Deutsch?,1031_0003130.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,German_a1_017.txt
B2,Stefan Meier,1023_0103825.txt
A2,04.17.2012,1061_0120440.txt
A2,Liebe Daniela,1071_0248341.txt
B1,Tobias Winkelmann,1023_0109396.txt
B1,Guten Tag. Meine liebe Freundin!,1091_0000005.txt
C1,"Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt.",German_C1_Text_34.txt
B2,Eva Meier Schmidt,1023_0001420.txt
C1,"Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt.",German_C1_Text_12.txt
B1,Eva Winkelmann,1023_0109248.txt
B2,"Sehr geehrte Damen und Herren,",1031_0003272.txt
A2,Hallo Daniela!,1071_0024817.txt
C2,Die deutsche Sprache bietet eine faszinierende Vielfalt an Ausdrucksmöglichkeiten.,German_c2_026.txt
B1,"Liebe Dana,",1061_0120421.txt
A1,"Stadt X, 05.01.2012",1091_0000016.txt
B2,"Sehr geehrter Damen und Herren,",1023_0101700.txt
B2,Das Tema meinen Bericht ist:,1031_0003071.txt
B2,Meier Julia,1023_0102118.txt
A1,"Stadt X, 26.04.12",1071_0024782.txt
B1,Maria Winkelmann,1023_0109395.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,German_a1_003.txt
B2,"Stadt X, den 27. Februar 2012",1061_0120366.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,German_a1_065.txt
A2,"Liebe Ingo,",1071_0024688.txt
A2,"Stadt X, 12-03-12",1091_0000227.txt
B1,Stadt X. 04.01.2010.,1091_0000027.txt
A1,Lieber Daniela!!,1071_0024822.txt
B1,"Lieber Ingo,",1071_0024757.txt
A2,Stadt X 04-01.2012,1091_0000031.txt
A2,"Deutschland, den 28.02.2012",1061_1202918.txt
A2,"Lieber Michael,",1091_0000241.txt
C2,Die deutsche Sprache bietet eine faszinierende Vielfalt an Ausdrucksmöglichkeiten.,German_c2_058.txt
B1,Stadt X de 26 Marz 2012,1061_0120886.txt
B2,Michael Müller,1023_0101753.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",German_a1_074.txt
B1,"Liebe Julia,                                        13.03.2012",1091_0000249.txt
B2,"Ich stelle mir selbst die Frage, was sinnvoller sein könnte, ob Mann eigene Traditionen eigenes Landes total abschaffen sollte oder nicht?",1031_0001997.txt
B2,Katharina Schmidt,1023_0109022.txt
B2,Au-pair Agentur Schultz & Partner  den 9. Mai 2011,1023_0108304.txt
C1,"Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt.",German_C1_Text_19.txt
A2,Stadt X 26.04.12.,1071_0024777.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",German_a1_026.txt
A1,Hallo Julia,1091_0000006.txt
C2,"Die Literatur, Philosophie und Musik sind untrennbar mit der deutschen Sprache verbunden.",German_c2_009.txt
B2,Stadt X 1.8.2011,1023_0108886.txt
C2,"Die Literatur, Philosophie und Musik sind untrennbar mit der deutschen Sprache verbunden.",German_c2_037.txt
B1,Au-pair-Agentur                                      Tobias Meier,1023_0109027.txt
B2,"Heutzutage, in der Zeit der Globalisierung ist es zu wichtig und nötig geworden außer der Muttersprache, Englisch, im Fall wenn es keine Muttersprache ist, noch andere Sprachen zu lernen und je mehr, desto besser. Das Wissen der verschiedenen Sprachen macht die Menschen frei und gibt viele Möglichkeiten in der Welt zu kommunizieren. Englisch, Französisch, Spanisch, diese Sprachen werden weltweit von der Menschen gesprochen, aber bezüglich der deutsche Sprache gibt es eine falsche Meinung, dass die weniger „nützlich"" angesehen wird.",1031_0003310.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,Text_39.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,German_a1_007.txt
C2,"Die Literatur, Philosophie und Musik sind untrennbar mit der deutschen Sprache verbunden.",German_c2_059.txt
A2,Hallo Ingo.,1071_0024761.txt
B2,"Maria Meier                                           Stadt X, den . 8.10.2011",1023_0109527.txt
C2,"Die Literatur, Philosophie und Musik sind untrennbar mit der deutschen Sprache verbunden.",German_c2_053.txt
B2,"Sehr geehrte Frau ---,",1031_0003121.txt
A2,"Liebe Daniela,",1071_0243623.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,Text_27.txt
B2,Michael Meier,1023_0108752.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",German_a1_094.txt
B2,Julia Müller,1023_0109249.txt
A2,Hallo Frau Müller                                         Stadt X 06-01-2012,1091_0000069.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",German_a1_004.txt
C1,"Gutentag. Aber das ist ja ein interessantes Thema! Jeder formuliert auf diesem Internetforum jedoch schnell eine Pauschal. Meinung. Aber stützen diese auf eigenen Erfahrungen? Ich bin in 2006 von der Niederlande in der Schweiz gezogen und darum glaube ich, ich kann einiges zu dieser Diskusion beitragen. Erstens müss man als Ausländer bewusst sein, dass man hier zu Gast ist. Nicht nur das Lernen der Sprache ist eine absolute Bedingung, sondern auch das Interesse zeigen in der neuen Kultur mit seinen Gepflogenheiten. Die Einwanderung hält die Gesellschaft immer wieder einen Spiegel vor. Was sind die Werte einer Gesellschaft? So muss sich die Gesellschaft sich immer wieder neu definieren. Das macht eine Gesellschaft dynamisch. Darüberhinaus hat die Einwanderung der Schweiz einen wirtschaftlichen Aufschwung ermöglicht.",1031_0003088.txt
B2,"Maria Müller                                   Stadt X, den 07.07.2010.",1023_0103830.txt
B1,Stadt X den 05.03.2012,1061_0120415.txt
B2,Die Wohnungsmarkt in Stadt X,1031_0003387.txt
B2,"Stadt X, 5. März",1061_0120411.txt
B2,"Stadt X, 9.07.2011",1023_0108305.txt
A2,Liebe Ingo!,1071_0024703.txt
B2,"Im Vergleich zu den oben genannten Sprachen Klingt Deutsche auf Anhieb härter und schwieriger. Sobald man sich mit ihm beschäftigt kann man daraufhin feststellen, dass es viele Regeln gibt, die man nur auswendig gut lernen kann, Trotz dieser Nachteilen finde ich es sehr vorteilhaft das Deutschlernen. Sobald man sich an der Aussprachen und an einer sehr strukturierten Grammatik gewöhnt hat, bekommt man auch dabei den Vorsprung, eine neue und gewissenhafte Einstellung anzunehmen.",1031_0003190.txt
B1,"Bonn, den 27 den Februar den 2012",1061_0120376.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,German_a1_053.txt
A1,Stadt X 13.03.2012,1091_0000253.txt
C2,Die deutsche Sprache bietet eine faszinierende Vielfalt an Ausdrucksmöglichkeiten.,German_c2_036.txt
B2,"Das Unternehmen, hier in Stadt X ist sehr begabt. Wir haben viele Ausländische Fachkräfte, die sich bewerben möchten. Unser Wohnungsmarkt wird sicherlich zu ihnen passen. Es gibt viele verschiedliche Orte, in denen man Leben kann. Ob es die Innenstadt oder etwas weiter vom Centrum ist, ist egal. Wir finnden für Sie die passende Wohnung in der Sie und ihre Familie friedlich und schön Leben könnt. Die biligeren Wohnungen sind natürlich weit vom Centrum der Stadt entfernt. Die teueren sind hingegen im Centrum oder an einem besonderen Ort in der Stadt. Zusammenfassend kann man sagen, das nur einen Unterschied bei den Preißen gibt. Sonst, ist die Lebensqualität gleich. Die Wohnungen außerhalb des Centrums sind auch ein bisschen kleiner, aber sie haben den Vorteil weil, sie einen Garten haben, ihre ruhe, nicht ständig die Geräusche von PKW-s oder S-Bahn.",1031_0003144.txt
A1,Hallo Alex.,1071_0024852.txt
A2,"Lieber Jens,",1071_0024766.txt
B2,Wohnungsmarkt in Ankara,1031_0003126.txt
B1,Eva Winkelmann,1023_0101848.txt
B1,"Liebe Daniela,",1071_0248307.txt
C2,Die deutsche Sprache bietet eine faszinierende Vielfalt an Ausdrucksmöglichkeiten.,German_c2_094.txt
B1,Julia Müller Schmidt                      10 Juni 2011,1023_0109520.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",German_a1_018.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",German_a1_050.txt
B1,"Stadt X, den 5 märz.",1061_0120410.txt
A1,"Liebe Ingo,",1071_0024798.txt
B1,"Lieber Jens,",1071_0024865.txt
C2,Die deutsche Sprache bietet eine faszinierende Vielfalt an Ausdrucksmöglichkeiten.,German_c2_070.txt
B2,"MosGU Student                                        Stadt X, den 01.04.2010",1023_0102117.txt
B2,"Stadt X, den 5.03.12",1061_0120403.txt
C2,"Die Literatur, Philosophie und Musik sind untrennbar mit der deutschen Sprache verbunden.",German_c2_091.txt
B1,"Stadt X, 05.01.2012",1091_0000010.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",Text_06.txt
A2,"Liber Ingo,",1071_0248321.txt
C2,Die deutsche Sprache bietet eine faszinierende Vielfalt an Ausdrucksmöglichkeiten.,German_c2_060.txt
B1,Einen Bericht über den Wohnungsmarkt in Stadt X,1031_0003391.txt
B2,Au-pair-Agentur Schultz und Partner,1023_0108510.txt
C1,"In Stadt X wohnen etwa 2 Millionen Menschen, hauptsachlich in Wohnungen, aber es gibt natürlich auch viele Wohnhäuser. In einer so großen Stadt kann jeder die für sich am besten geeignete Wohnumgebung finden. Die Durchschnittfamilien leben meistens in eigenen Wohnen oder Häusern, obwohl es gar nicht einfach ist, den Kaufpreis zu sammeln und bezahlen. In den letzten zehn Jahren erhöhten sich die Wohnungs- und Hauspreisen und fast alle müssen einen Kredit aufnehmen, ihre Träume erfüllen zu können. Einzelpersonen, die noch keine Familie begründet haben, wählen allerdings oft die Mietwohnungen. Diese haben auch Vorteile; es bringt Flexibilität, wenn man irgendwann umziehen kann. Außerdem muss man die vorgegebenfällige Reparaturkosten nicht selbst bezahlen.",1031_0003013.txt
B1,Stadt X 05.01.012,1091_0000011.txt
A2,"Daniela,",1071_0024814.txt
A2,"Lieber Jens,",1071_0024847.txt
A2,Stadt X 22.02.2012,1061_0120303.txt
B1,25.05.2022,1091_0000252.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",German_a1_072.txt
B2,"Ich denke, dass man ihre Traditionen behalten muss. Es ist wichtig, die Kultur und Traditionen fortzusetzen.",1031_0003336.txt
B1,Maria Meier,1023_0107784.txt
B2,"Heutzutage sind Sprachkenntnisse sehr wichtig geworden und oft die Voraussetzung um ein Arbeit zu finden, somit können wir festellen, dass mehr und mehr Sprache in der Schule erlenen werden. Vor diesem Hintergrund stellt sich die Frage, ob es sinvoll oder nicht Deutsch zu lernen.",1031_0003274.txt
B2,"Maria Schmidt                           Stadt X, 25 August 2011",1023_0109039.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",Text_34.txt
B1,BETREFF. Hilfe für Waldi,1091_0000223.txt
C2,"Die Literatur, Philosophie und Musik sind untrennbar mit der deutschen Sprache verbunden.",German_c2_097.txt
B2,Maria Meier                  Stadt X den 10 Sept. 2003,1023_0109522.txt
B1,"Stadt X, 08.03.2012",1061_0120484.txt
C2,"Die Literatur, Philosophie und Musik sind untrennbar mit der deutschen Sprache verbunden.",German_c2_085.txt
A2,Sehr geeherte Damen-Herren.,1091_0000078.txt
B2,"Meiner Meinung nach spielt die Möglichkeit, schnell und einen guten Wohnplatz zu finden, für die ausländische Fachkräfte sehr große Rolle. Der Wohnungsmarkt in meiner Stadt sehr gut entwickelt. Außerdem gibt es zahlreiche verschiedenen Mobilien, die um Suche der Wohnung oder des Hauses helfen. Aber es ist sehr wichtig, zuerst zu entscheiden, welche Wohnung oder welches Haus Sie haben wollen. Darüber hinaus ist sehr wichtig, alle eigene Möglichkeiten und alle Wünsche zu akzeptieren.",1031_0003054.txt
B2,Schmidt Tobias,1023_0108888.txt
B1,Liebe Julia.                               Stadt X .05.01.2012,1091_0000003.txt
B2,"Michael Meier                      2011, October 8, Stadt X",1023_0109524.txt
A2,Liebe Eva.                                12.3.2012,1091_0000218.txt
B2,Katharina Schmidt,1023_0103840.txt
B1,"Stadt X, den 27.02.12",1061_1202916.txt
B2,Meier Maria,1023_0103841.txt
C1,"Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt.",German_C1_Text_38.txt
B1,Betreuen meines Hundes.,1091_0000161.txt
B1,"Stadt X, 08.03.2012",1061_0120480.txt
A1,"Hallo ingo,",1071_0248328.txt
C1,Und freitags gibt es Couscous,1031_0003409.txt
B2,"Kultur, Traditionnen und Ausland.",1031_0003170.txt
A2,Stadt X 13-3-2012,1091_0000264.txt
A2,Stadt X 06.01.012,1091_0000064.txt
A2,"Stadt X, 08.03.2012",1071_0024879.txt
A2,Lieber Michael                                  Stadt X-8-1.-,1061_0120890.txt
B1,12.3.2012,1091_0000220.txt
A2,"Hallo, wie geht´s?",1071_0024812.txt
B2,"Ich komme aus einem Land nicht weit weg von Deutschland entfernt ist und Deutsch wird bei uns in der Schulen unterrichtet, doch das ist nicht die einzige begründung warum ich Deutschlernen für sinnvoll halte. Deutschlad als Witschaftsland zieht formlich erfolgshungrige Ausländer an, um efolg zu haben ist Komunikations vähigkeit sehr gefragt. Natürlich sind auch andere Weltsprachen gefragt aber ich möchte nicht zu weit von der Familie entfärnt sein. Nicht nur die Wirtschaftsstärke sondern auch die Lebensart und Freichheit treiben mein wille nach mehr voran. Der Wohlstand und Erfolg sind zu greiffen nah, das einzige was man dafür tun soll ist Deutsch zu lernen. Meine ganze Verwandschaft lebt in Deutschsprachigen Ländern, vielleicht hat es auch mit dem etwas zu tun das diese Sprache für mich wichtig ist. Ich baue mein Leben jetzt hier auf und meine Kinder werden Deutsch nicht als Fremdsprache haben, da muss ich zu Hause doch noch mithalten können. Also eigentlich ist Deutsch bestandteil meines Lebens geworden und ich halte es für mehr als sinnvoll zu lernen.",1031_0003174.txt
