Test language,CEFR level of test,Mother tongue,Overall CEFR rating,Grammatical accuracy,Orthography,Vocabulary range,Vocabulary control,Coherence/Cohesion,Sociolinguistic appropriateness,Learner text,Filename
German,C1,Spanish,B2,B2,C1,C1,B2,C1,C1,"Ich möchte gerne über das Thema „Traditionen aus meines Heimatlandes  im Ausland oder die Kultur des Landes, nehmen, wo ich wohne."" An erster Stelle würde ich sagen, dass es von der Heimat jeder Person. und Ausland abhängt. Ich erkläre das, weil ich auf die Kanarische Inseln Komme, und in diesem Fall ändert das Wetter sich alles. Wir haben Keine richtige Weihnachten, weil wir eine regelmäßige Temperatur von 20 Grad das ganze Jahr haben, also bin ich am Strand im Winter.",1031_0003369.txt
German,A1,Turkish,A2,A2,B1,A2,A1,A2,A2,"Lieber Jens,                               08.03.2012",1071_0024874.txt
German,A1,Arabic,A2,A2,A2,B1,A2,A2,A2,"Lieber Ingo,                                                  01.03.2012.",1071_0024699.txt
German,A2,not reported,B1,A2,B1,B1,A2,A2,B1,Tobias Schmidt,1091_0000202.txt
German,A2,not reported,B1,A2,B1,A2,A2,A2,A1,"Stadt X, 13.03-12",1091_0000256.txt
German,C1,Czech,C1,C1,C1,C1,C1,C1,C1,"„Warum halten Sie Deutschlernen für sinnvoll?""",1031_0003146.txt
German,A1,not reported,B1,B1,B2,B1,B1,B1,B2,"16.03.2012,",1071_0024799.txt
German,B2,English,B1,B1,B2,B2,B2,B1,B2,Maria Schmidt,1023_0101841.txt
German,C1,other,C1,C1,C1,C2,C1,C2,C1,"Der Wohnungsmarkt in meiner Stadt ist nicht nur interessant, sonder auch vielfältig. Der Grund dafür ist, dass man kann sowohl an dem Berg als auch ans Meer wohnen. Das ist natürlich kein großer Berg. trotzdem findet man dort die Möglichkeit ein traumhaftes Haus im Grün zu mieten bzw. zu kaufen, das auch über einen wunderschönen Garten verfügt und das sich besonder für Familien geeignet. Sie können nähmlich täglich Hobbys wie Wandern, Klettern oder Joggen treiben und ein Leben im Ruhe führen",1031_0003063.txt
German,C1,Hungarian,B2,B2,C1,C1,B2,C1,B2,Traditionen des Heimatlandes sind wichtig,1031_0003235.txt
German,B2,Turkish,B2,B1,C1,B2,B2,B1,B2,Michael Müller,1023_0108934.txt
German,B1,Polish,B1,A2,B2,B1,B1,B1,B1,24.02.12,1061_0120314.txt
German,B2,Polish,B2,B2,C2,B2,B2,B2,B1,Beschwerdebrief,1023_0108307.txt
German,B2,other,B2,B2,C1,B2,B2,B2,B2,Julia Schmidt,1023_0107780.txt
German,A2,not reported,B1,B1,B1,B1,B1,B1,A2,"Liebe Mielani,",1091_0000158.txt
German,B2,not reported,B2,B2,B2,B2,B2,B1,B2,Maria Schmidt                                   06.03.2010.,1023_0101683.txt
German,A2,not reported,A2,B1,B1,B1,B1,B1,B1,Stadt X den.12 märz 2012,1091_0000222.txt
German,C1,other,B1,B1,B1,B2,B2,B1,B2,"""Das Leben hat wie eine Münze zwei Seiten""",1031_0003408.txt
German,A1,Spanish,A1,A1,A2,A1,A1,A1,A1,"Hallo Jens,                                            Stadt X, 2012.03.19",1071_0024861.txt
German,A1,not reported,A2,A2,A2,A1,A1,A2,A2,Liebe Daniela.,1071_0248349.txt
German,B1,Italian,B1,B1,B2,B1,B1,B2,B2,"Stadt X, den 28.02.2012",1061_0120334.txt
German,C1,Hungarian,B1,B1,B2,B2,B1,B2,B1,"Meiner Meinung nach, soll man sich an der Kultur des Gastlandes orientieren.",1031_0003232.txt
German,A2,Portuguese,A2,B1,B1,A2,A2,B1,B1,"Seer geehrte Damen und Herr,",1091_0000046.txt
German,C1,Polish,C1,C1,C1,C1,C1,C1,C1,"Die Kultur ist ein wichtiger Teil uneres Lebens. Da Deutschland ein multikultureles Land ist, sollen die Menschen verschiedener Nationen zusammen leben. Is es sinvoll, auch im Ausland die Traditionen seines Heimatlandes fortzusetzen, oder sollte man sich an der Kultur des Gastlandes orientieren? Es ist nicht einfach, auf diese Frage zu antworten.",1031_0003157.txt
German,A1,Turkish,A2,A1,A2,A2,A1,A2,A2,"Stadt X, 26.04.12",1071_0024781.txt
German,B1,not reported,B1,A2,B2,B1,B1,B1,B1,"Stadt X, den 12.03.2012.",1061_0120853.txt
German,A2,not reported,B1,B1,B1,B1,A2,B1,A2,"Liebe Julia,                                        13.3.2012",1091_0000266.txt
German,A1,English,A2,A1,B1,A2,A1,A2,A2,Hallo Ingo.,1071_0248323.txt
German,B2,other,B1,B1,B1,B2,B2,B1,B1,Schmidt Katharina,1023_0109946.txt
German,A1,Turkish,A2,A2,B1,A2,A2,A1,A2,"Liebe Daniela,",1071_0243593.txt
German,A2,not reported,A2,A2,A2,A2,A2,A2,A2,"Stadt X, 04.01.2012",1091_0000048.txt
German,A1,Arabic,A2,A2,A2,A2,A2,A1,A2,"Lieber Jens,",1071_0241832.txt
German,A2,not reported,B1,B1,B2,B1,B1,B1,B1,"Stadt X, 10-03-2012",1091_0000199.txt
German,A1,not reported,A2,A2,B1,A2,A2,A2,A1,Glückwünsche mein Freund. ich habe gehört das hast du Vater geworden. Wie ist deine Frau und dein Baby? Wie ist Babys Name? Ich möchte euch bald besuchen.,1071_0024860.txt
German,B2,Polish,B2,B2,B2,B2,B2,B2,B2,Julia Müller,1023_0103827.txt
German,A1,Spanish,A2,A2,A2,B1,A2,A2,B1,Mein Freund:,1071_0024863.txt
German,B1,Polish,A2,A2,B1,B1,A2,B1,B1,"Stadt X, 27.01.2012",1061_0120289.txt
German,A1,Spanish,A2,A2,A2,A2,A2,A2,A2,Liebe Ingo.,1071_0024784.txt
German,A2,not reported,A2,B1,B2,B1,B1,B1,B1,"Stadt X, 04.01.2012",1091_0000034.txt
German,B1,Russian,B1,B1,B2,B1,B1,B1,B1,Stadt X,1061_0120389.txt
German,A2,Spanish,A2,B1,B1,B1,B1,B1,A2,"Hallo Julia, Ich bin einmal.",1091_0000101.txt
German,A2,not reported,A2,B1,B1,B1,B1,B1,B1,13.03.2012,1091_0000275.txt
German,B1,not reported,B1,B1,B1,B1,B1,B1,A2,Liebe Dana                              Stadt X 27.02.2012,1061_1202913.txt
German,A2,Russian,A2,A2,B1,A2,A2,B1,A2,Stadt X 05.1.12,1091_0000019.txt
German,B1,English,B1,B1,B1,B1,B1,B1,B2,"Stadt X, 8.3.2012",1061_0120487.txt
German,B2,Spanish,B2,B2,C1,B2,B2,B2,B2,"Stadt X,12 07 2011",1023_0108518.txt
German,C1,other,B2,C1,B2,C1,B2,C1,B2,"Liebe/r Leser/in,",1031_0003313.txt
German,B2,not reported,B2,B2,B2,B2,B2,B2,B1,Maria Meier,1023_0104206.txt
German,A1,not reported,A2,A1,A2,A2,A1,A1,A2,Hallo Leibe ingo wie gehts ihnen ich habe ein Arbeit gefunden in Neuburg Aber ich such Noch einen wohnung in Neuburg bitte meldes du mir wie kann ich finden kann. die wohnung. 3 zimmer circa bis 80 cm.,1071_0024762.txt
German,B2,Portuguese,B1,B1,B2,B2,B2,B2,B1,"Michael Meier Müller                                                Stadt X, 29. Juli, 2011",1023_0108812.txt
German,B2,Turkish,B1,B1,B2,B2,B1,B1,B1,Katharina Winkelmann,1023_0101684.txt
German,C1,French,C1,C1,C1,C1,C1,C1,B2,"Die Stadt Stadt X befindet sich in der Provinz Bozen - Italien. Sie ist eine kleine Stadt, ungefähr 35.000 Einbewohner. Die Lage ist schön. Man lebt in der Natur, ohne Lärm und Verkehr. In der Stadt kann man verschiedene  Gelegenheiten haben, um eine Wohnung zu finden: ein Haus oder besser gesagt ein Einfamilienhaus, eine Wohnung in einem Kondominium, auch in Kleinen Strukturen (insgesamt fünf oder sechs Wohnungen), eine Villa.",1031_0001703.txt
German,C1,other,C1,C1,C2,C1,B2,C1,C1,Der Wohnungsmarkt in Stadt X,1031_0003073.txt
German,B2,not reported,B2,B2,C1,C1,B2,B2,B2,Maria Meier,1023_0101901.txt
German,B1,not reported,B1,B1,B2,B1,B1,B1,B1,"Stadt X, 13.03.2012",1061_0120424.txt
German,B2,other,B2,B1,C1,B2,B2,B2,B2,Maria Müller,1023_0107781.txt
German,B2,Italian,B2,B2,B2,B2,B2,B2,C1,2. Thema Beschwerdebrief,1023_0108811.txt
German,C1,Spanish,B2,B2,B2,B2,B2,C1,C1,Ich bin der Meinung das man sollte sich an der Kultur des Gastlandes orentieren aber ohne vergessen die Heimatlandes Traditionen.,1031_0003315.txt
German,A2,Russian,A2,A2,A2,A2,A2,A2,A2,"Stadt X, 04.01.2012",1091_0000025.txt
German,C1,Russian,B2,B2,B2,C1,B2,C1,B2,"Sehr geehrte zukünftigen Kollegen, ich möchte euech eine Information über den Wohnungsmarkt in mein Stadt mitteilen. Als erste, möchte ich mich vorstellen. Mein Name ist Maria, ich komme aus Ukraine, wohne seit ein Jahr in Stadt X. Ich liebe diese Stadt und lade euech ein hier zu wohnen und arbeiten. Es ist möglich ein Haus zu kaufen und auch ist möglich eine Wohnung zu vermieten. Wenn Sie mich fragen, was besser ist, kann ich auch nicht sofort antworten. Ein Haus zu besitzen gibt es viel Freiheit, da gehört  meistens auch noch klein Gründstück dazu, wo mann richtig genießen kann schöne Wetter beim Grillen z.B. Was ich als Minus bezeichnen kann beim Kauf einen Haus, das ist sicher finanzielle Seite. Ein Haus kostet teuer und alle Reperaturenkosten liegen auf dem Besitzer. Andereseits ist es wenn Wohnung vermietet. Mann zahlt immer wieder die gleiche Summe pro Monat und lebt sorgenfrei auch wenn irgendwas defekt in der Wohnung ist, weil da für ist der Besitzer da um das zu reparieren und vorsorgen. Welche schwierigketien gibt es, wenn man Wohnung vermietet? Es könnte Problemen mit Nachbarn auftreten wegen Lärm oder Unordnung. Die Regel wie man sich benehmen muß stehen in dem Mietvertrag. Wenn die Regeln angehaltet von Vermieter sind, dann gibt es auch kein Problem.",1031_0003035.txt
German,C1,Hungarian,B2,B2,B2,B2,B2,B2,B2,"Sehr geehrte Damen und Herren,                      S. X, 01.10.11",1031_0003261.txt
German,B1,Polish,B1,A2,B1,B1,B1,B1,B1,"Stadt X, 22.2.12",1061_0120296.txt
German,B1,Portuguese,B2,B2,B2,B2,B2,B2,B2,"Liebe Silke,                                                28/02/12",1061_0120360.txt
German,A2,Russian,A2,A2,B1,A2,A2,A2,A2,Hallo Julia,1091_0000012.txt
German,A1,Italian,A2,A2,B1,A2,A1,A1,A1,"Hallo Jens,",1071_0024853.txt
German,B1,Russian,B1,B1,B1,B1,B1,B1,B2,"Stadt X, den 24.02.2012",1061_0120324.txt
German,A2,Turkish,A2,B1,B1,B1,B1,B1,A2,20.01-2012,1091_0000140.txt
German,A1,Hungarian,A2,A2,B1,A2,A2,A2,A2,08.03.2012,1071_0024872.txt
German,B2,not reported,B1,A2,B1,B1,B1,B1,B1,"Julia Müller                                            Stadt X, den 11,3,2010",1023_0101689.txt
German,A1,not reported,A1,A1,A1,A1,A1,A1,A1,GlückwünschezubabY bekommen.,1071_0024849.txt
German,A2,Arabic,B1,B1,B2,B1,B1,B2,B2,"Sehr geehte Damen und Herren,                     26.01.2012",1091_0000125.txt
German,A2,not reported,A2,B1,B2,B1,B1,B1,B1,Wohnungsamt                             10.03.12,1091_0000201.txt
German,B1,Polish,A2,A2,B1,A2,A2,A2,A2,28.02.2012.,1061_0120355.txt
German,B2,not reported,B2,B1,B2,B2,B2,B2,B2,Stefan Müller,1023_0103883.txt
German,A2,not reported,A2,B1,B1,B1,A2,B1,B1,"Stadt X, den 12 märz 2012",1091_0000271.txt
German,A2,Spanish,A2,A2,A2,A2,A2,A2,A2,Stadt X. 19.01.2011,1091_0000145.txt
German,A1,Polish,A1,0,A1,0,0,0,A1,STADT X 26.04.2012,1071_0024783.txt
German,A1,Portuguese,B1,B1,B1,B1,B1,B1,B1,"Hallo Ingo,",1071_0248333.txt
German,B2,French,B1,B1,B2,B2,B1,B2,B2,Maria Meier,1023_0108958.txt
German,B2,Russian,B2,B2,C1,B2,C1,B2,B2,Julia Schmidt,1023_0101688.txt
German,A2,Polish,B1,B1,B2,B1,B1,B1,B2,"Liebe Maria,",1091_0000060.txt
German,C1,Russian,B2,B2,C1,C1,B2,C1,B2,"Die Frage, ob es sinnvoll ist, im Ausland die Traditionen seines Heimatlandes fortzusetzen, oder an der Kultur des Gastlandes orientieren ist ein Thema für eine lange Diskussion.",1031_0003338.txt
German,B2,other,B2,B2,C2,B2,B2,B2,B2,"Katharina Winkelmann                          Stadt X, den 8.10 2011.",1023_0109516.txt
German,A2,Italian,B1,A2,B1,A2,A2,A2,B1,FRAU MARIA MEIER                                      10. MÄRZ 2012,1091_0000194.txt
German,A2,not reported,B1,A2,B1,A2,A2,A2,A2,Katharina. M,1091_0000269.txt
German,C1,other,B2,B2,B2,B2,B2,B2,B2,"Mit Thema „warum Sie Deutschlernen für sinnvoll halten,"" möchte ich mich mehr oder weniger direkt auseinandersetzen, weil es für mich persönlich wichtig ist und als ich hier in Deutschland lebe, finde ich es wichtig ist, Deutsch zu lernen. Viellecht kann ich andere Sprachen besser als Deutsch Sprachen, aber die andere Sprachen sind nicht geeignet für Deutschland. Deswegen muss ich mich anstrengen, Deutsch zu lernen.",1031_0003141.txt
German,A1,not reported,A2,A2,A2,A1,A1,A1,A2,Stadt X 16.03.2012,1071_0024800.txt
German,A1,Spanish,A2,A2,B1,B1,A2,A2,B1,"Liebe Jens,",1071_0024833.txt
German,A1,English,A1,A1,A1,A1,A1,A1,A1,"Stadt X, 26,04,12",1071_0024775.txt
German,C1,other,B1,B1,B2,B2,B1,B1,B1,"Ist es sinnvoll, auch im Ausland die Traditionen seines Heimatlandes fortzusetzen, oder sollte man sich an der Kultur des Gastlandes orientieren?",1031_0002002.txt
German,B1,not reported,A2,A2,B1,A2,A2,B1,B1,"Stadt X, den 22.2.2012",1061_0120274.txt
German,B1,Polish,A2,A2,B1,B1,A2,A2,A2,"Libe Dana,                           Stadt X 27.02.12.",1061_1202914.txt
German,A2,Spanish,B1,B1,B1,B1,B1,B1,B1,Liebe Eva,1091_0000173.txt
German,A1,Russian,A1,A1,A1,A1,A1,A1,A1,"Lieber Jens,",1071_0242072.txt
German,C1,Italian,B2,B2,C1,C1,B2,B2,B2,"Das Thema des Forum ist in vielen Ländern sehr Aktuell und eng mit dem Einwanderung verbundet. Traditionen gehören natürlich unserem Leben und Spielen eine wichtige Rolle,  Sie stammen aus der Heimat und  gewinnen je mehr Platz im Leben nach der Distanz und Sehnsucht, was psychologisch gerechtfertig werden kann.",1031_0003150.txt
German,C1,Polish,B2,B2,C1,C1,B2,B2,C1,"Wenn Sie in unserer Firma arbeiten möchten, haben sie viele Möglichkeiten, eine Wohnung in unserer Stadt zu finden. Um eine gute Angebot zu finden, muss man auf einige Sache beachten.",1031_0003162.txt
German,A2,Russian,A2,A2,B1,A2,A2,A2,A2,Sehr geehrte Damen und Herren,1091_0000039.txt
German,A2,not reported,B2,B1,B1,B1,B1,B1,B1,"Sehr geehrter Herr Glaab,",1091_0000076.txt
German,B1,Hungarian,B1,B1,B2,B1,B1,B1,B1,"Liebe Dana,",1061_0120271.txt
German,C1,Hungarian,B2,B2,C1,C1,B2,C1,B2,Unsere Kultur im Ausland,1031_0003218.txt
German,C1,Russian,B2,B2,C1,C1,C1,B2,B2,"Im meinem Aufsatz möchte ich mich zum Thema: „Ist es sinnvoll, auch im Ausland die Traditionen seines Heimatlandes fortzusetzen, oder sollte man sich an der Kultur des Gastlandes orientieren?"" äußern. Meiner Meinung nach, es ist nicht gut im fremden Land nur seinen Traditionen fortzusetzen. In meinem Heimatland giebt es ein Sprichwort: „Im fremden Kloster darf man nicht die eigene Gesetze mitbringen."" Aber es ist auch nicht gut die Traditionen und Kultur seinen Eltern voll zu vergessen. Man sollte einen Kompromis finden. Zum Beispiel in eigenen Familienkreis die Feiertagen der nationalen Kultur feiern. Mit dem eigenen Kindern zu Hause die Muttersprache sprechen. Sich für die politische Situation, wirtschaftliche Entwicklung und Kultur im Heimatland weiter Interessieren. Die Gerichte seinen nationale Küche öfter kochen.",1031_0002084.txt
German,B2,Polish,B2,B2,C2,C1,C1,B2,B2,Maria Müller,1023_0103823.txt
German,B2,other,B2,B2,C1,B2,B1,B2,B2,Maria Meier,1023_0108648.txt
German,A1,not reported,A2,A1,B1,A2,A2,A2,A2,"Lieber Jens,",1071_0024835.txt
German,B1,not reported,B1,B2,B2,B1,B2,B1,B2,"Stadt X, den 28.2.2012",1061_0120335.txt
German,B2,Russian,B2,B2,C2,B2,B2,B2,B2,Katharina Müller,1023_0106816.txt
German,C1,Turkish,B2,B2,B2,C1,B2,C1,B2,"Stadt X ist eine sehr große Stadt, dass die etwa dreiundhalb Millionen Einwohner hat. Könnte man einfach sagen Stadt X  ist ein Metropol. Hier gibt es natürlich ziemlich viele Wohnungsmarkt und jede hat eigene Regeln.",1031_0003383.txt
German,A1,French,A1,A1,A2,A1,A1,A1,A1,Liebe Ingo,1071_0024759.txt
German,B1,English,B1,B1,B2,B1,B1,B1,B2,"Stadt X, den 12.3.2012",1061_0120345.txt
German,C1,Hungarian,B2,B2,C2,B2,B2,B2,B2,"Wenn ich im Ausland leben möchte, muss ich meines Erachtens mit den Gebräuchen des fremden Landes im Klare sein.",1031_0003225.txt
German,A2,Russian,B1,B1,B1,A2,A2,B1,B1,"Hallo, Julia,",1091_0000071.txt
German,B1,Chinese,B1,A2,B1,B1,B1,B1,B1,"Stadt X, 13.03.2012",1061_0120426.txt
German,A1,Polish,A2,B1,B1,A2,A2,A2,A2,"Liebe Daniela,",1071_0248348.txt
German,A2,Russian,A2,B1,B2,B1,B2,B1,B2,Ich habe eine Fahrkarte für Konzert in Stadt X gekauft. Leider ich kan man nicht fahren weil ich fahre in Urlaub Ich frage meinen Freundin Julia brauchen tiket für konzert. und Sie sagen mir gut Konzert wurde 18 märz. und ich zürük fahren 28 märz,1091_0000254.txt
German,B1,Russian,B1,B1,B2,B1,B1,B1,B2,"Stadt X, 28.02.2012",1061_1029111.txt
German,B2,Polish,C1,C1,C1,C1,C2,C1,C1,Katharina Winkelmann,1023_0103844.txt
German,B1,Russian,B1,B1,B2,B2,B2,B1,B1,"Stadt X, 28.02.",1061_0120361.txt
German,B2,Polish,B2,B1,B2,B2,B2,B2,B2,Au-pair-Agentur Schulz & Partner,1023_0108520.txt
German,B1,Spanish,B1,B1,B1,B1,B1,B1,B1,"Lieber Silke,",1061_0120375.txt
German,C1,Hungarian,B2,B2,B2,C1,C1,B2,B2,"Meiner Meinung nach es ist sehr wichtig, dass mann im Ausland die Traditionen seines Heimatlandes forzusetzen. Aber man muß auch an der Kultur des Gastlandes kennenzulernen. Wenn man nach Ausland fährt, es, ist nützlich die Sprache sprechen und lesen, auf der Kultur des Gastlandes.",1031_0003231.txt
German,B2,Polish,B1,B1,B2,B1,B1,B1,B1,"Computer-Spezialist                               Stadt X, 7.07.2010",1023_0103822.txt
German,A2,Turkish,A2,A2,A2,A2,A2,A1,A1,Sehr gehtter Demen Herren,1091_0000146.txt
German,A1,not reported,B1,B1,C2,B1,B1,B1,B1,"Lieber Jens,",1071_0024866.txt
German,C1,Polish,B2,B2,B2,C1,C1,C1,C1,Sehr geehrte Kollegen und Kolleginnen,1031_0003392.txt
German,C1,Russian,B2,B2,B2,C1,B2,B2,B2,"Kultur und Traditionen spielen eine große Rolle in unseren Leben und Menschen sind die Träger von ihnen. Heute ist es sehr aktuell, weil wir in einer multikulturelen Gesselschaft wohnen. Fast jeder von uns hatet schon eine Erfahrung mit verschiedenen fremden Kulturen, Traditionen und manchmal war es klar, aber manchmal war schokiert.  Der Grund solcher Missverständnissen liegt an verschiedenen Unterschieden, zum Beispiel: Bedeutung der Simbolen, Religionen, Essen, Kleidung, Geschiechte. Ich bin die Meinung, dass man Ausländer und Einwohner bestimtes Landes für die Kultur, Traditionen bzw. die Sprachen interessieren sollte. Die Interesse an anderer Kultur erlaubt uns selbst und unsere Kultur besser zu verstehen. Die Vernachlässigung und Ignorirung der anderen Kultur folgt zu Konflickten, Missverständnissen. Zum Beispiel einige turkischen Familien in Deutschland, die die Sprache und Kulture nicht wollen lernen. Aber sie befremden türkische Kultur und sie bauen negative Stereotipen.",1031_0003156.txt
German,C1,French,B2,B2,C1,C1,C1,B2,C1,"In einem Internetforum geht es um das Thema „Ist es sinnvoll, auch in Ausland die Traditionen seines Heimatlandes fortzusetzen, oder sollte man sich an die Kultur des Gastlandes orientieren?""",1031_0002199.txt
German,B2,Spanish,B2,B2,B2,B2,B2,B2,B2,"Mexico den 28, Oktober 2011",1023_0109954.txt
German,C1,Polish,B2,B2,C1,C1,C1,B2,C1,"Sehr geehrte Damen und Herren,",1031_0003164.txt
German,B2,other,B2,B2,B2,B2,B1,B2,B2,"Katharina Meier                             Stadt X, den 14.10.11",1023_0109671.txt
German,B2,French,C1,B2,C1,C1,C1,C1,C1,Maria Winkelmann,1023_0109033.txt
German,A2,not reported,A2,A2,B1,B1,A2,B1,B1,"1-2 Zentralplatz, Stadt X                                           den 13. März. 2012",1091_0000267.txt
German,C1,Hungarian,B1,B1,-1,B2,B1,B2,B1,"Diese Frage wird vielmals gestellt. Ich glaube, dass man auf diese Frage eine gut übergedachte Antwort geben soll,  deshalb muss mann jede Seite der Frage untersuchen. Dann es kann auch sein, dass es keine gute Antwort gibt.",1031_0003241.txt
German,B1,English,A2,A2,B1,B1,A2,A2,A2,Stadt X 28.02.2012,1061_0120281.txt
German,B1,Spanish,B2,B1,C1,B2,B1,B2,B2,"Stadt X, 13.3.2012",1061_0120497.txt
German,A1,Spanish,A2,A2,A2,A2,A2,A2,B1,Lieber Ingo.,1071_0024689.txt
German,B2,other,B1,B1,B2,B1,B1,B1,B2,Michael Meier,1023_0107787.txt
German,A2,not reported,B1,B1,B2,B2,B1,B1,B2,Hallo Tobias,1091_0000157.txt
German,C1,Italian,C2,C1,C2,C2,C1,C2,C1,"In den letzten Zeiten spricht man immer mehr über das Problem von Leuten, die aus ihrem ursprünglichen Heimat flüchten. Diese Personen sind als ""Migranten"" bezeichnet. In den meisten Fällen landen diese Personen nach einer langwierigen und abenteuerlichen Flucht in unser Land. Die Kulturen aus den sie stammen sind diversen, und auch die Einstellungen und Meinungen der Leuten gegenüber die Migranten sehr unterschiedlich sind. Ferner sind die Auswanderer oft ohne Dokumente und krank, und auf diesem Weg wird das Hilfe der Ärtzten und Freiwilligen nutzvoll. Nach diesen ersten Schritten, wenn die Migranten in den neuen Land sich integriert haben, entsteht das Risiko, dass sie ihre Traditionen und Kultur verlieren können. Wenn man im Ausland für eine Weile wohnt, ist es fast unmöglich unsere Traditionen nicht ändern, weil die neue Kultur und die neue ""Welt"" in dem wir wohnen eine um starke Prägung auf uns spielt. Allerding finde ich bedeutungsvoll unsere Traditionen und die Hauptsache, das Land aus dem wir stammen nicht vergessen. Das bedeutet aber nicht, dass wir nicht in die neue Kultur eintauchen mussen. Es ist wichtig als Migrant die Sprache",1031_0003028.txt
German,A2,not reported,B1,B2,B1,B2,B1,B1,B2,"Liebe Eva,",1091_0000234.txt
German,A2,Russian,B1,A2,B1,A2,A2,A2,A2,"Stadt X, 04.01.2012",1091_0000032.txt
German,C1,Czech,B2,B2,C1,C1,C1,C1,B2,"Sehr geehrte Damen und Herren,",1031_0003145.txt
German,B2,not reported,B1,B2,B2,B2,B1,B1,B2,Julia Schmidt,1023_0101899.txt
German,B2,other,B2,B2,B2,B2,B2,B2,B2,"Julia Schmidt                         Stadt X, 08.10.2011",1023_0109528.txt
German,C1,Polish,B2,B2,C1,B2,B2,B2,B2,"Man hat immer einen großen Wert darauf gelegt, wo man wohnt. Ich will Ihnen zeigen, wo kann man eine Wohnung kaufen oder mieten und wie viel es kosten. Am meisten Personen in meiner Stadt wohnen in einer 3 oder 4-Zimmer Wohnung. Die Wohnungen sind zwar groß aber sie kosten auch ganz viel. In Stadt X die Lohnen sind höher als in den anderen Städten Polens aber entsprechend für die Kosten.",1031_0002061.txt
German,B1,Russian,B1,B1,B2,B1,B1,B1,B1,"Lieber Michael,                        Stadt X, 7.2.12",1061_0120455.txt
German,B1,English,B1,B1,B1,B1,A2,B1,B1,Stadt X 22.02.2012,1061_0120304.txt
German,B1,not reported,B1,B1,B2,B1,B1,B1,B2,"Stadt X, den 12.03.2012",1061_0120859.txt
German,B2,French,B1,B1,B2,B2,B2,B1,B1,Julia Müller,1023_0109609.txt
German,A2,not reported,B2,B1,B1,B1,B1,B1,B1,"Hallo Julia,",1091_0000276.txt
German,A2,not reported,B1,A2,B1,B1,B1,A2,A2,Seher geeherter Herr Meier,1091_0000171.txt
German,B1,Arabic,A2,A2,B2,B1,A2,B1,A2,"Stadt X, 27.02.2012.",1061_1029119.txt
German,C1,other,B2,B2,B2,B2,B2,B2,B2,Stadt X wohnt man in Ruhe.,1031_0003163.txt
German,A2,Russian,B1,B1,B2,B1,B1,B1,B1,"Liebe Maria,",1091_0000058.txt
German,A1,not reported,A1,A1,A2,A1,A1,A1,A1,"Lieber Jens,                           den 31-05-12 Stadt X",1071_0248317.txt
German,A2,Italian,B1,B1,B2,B2,B1,B1,B1,Stadt X 19-01-´12,1091_0000126.txt
German,A2,not reported,A2,A2,B1,A2,A2,B1,A2,Stadt X 12-3-2012,1091_0000235.txt
German,B1,not reported,B1,B1,B1,B1,B1,B1,B2,"Stadt X, 13.03.2011",1061_0120425.txt
German,A2,not reported,B1,B1,B2,B1,B1,B1,B1,Stadt X 10.03.2012,1091_0000196.txt
German,C1,Spanish,B2,B1,B2,B2,B2,B2,B2,"Unter Kultur verstehet man verschiedenen Meinungen, Traditionen, Essen Gewohnheiten, Folkmusik und viele anderen Aspekte die characterizieren ein Land eller Stam. Auf der einen Seite sollt man nicht einfach die eigene Traditionen vergessen, weil sie ein wichtige Teil von die Identität sind.",1031_0003331.txt
German,C1,Italian,C1,C1,C1,C1,C1,C1,B2,Bericht über die Wohnungsmarkt in Stadt X,1031_0003076.txt
German,B2,not reported,B2,B2,C1,B2,B2,B2,B2,Friedrich Müller,1023_0103880.txt
German,A2,not reported,A2,A2,A2,A2,A2,A1,A2,"Liebe Katharina,",1091_0000243.txt
German,B1,Russian,B1,B1,B2,B2,B1,B2,B2,"Stadt X, 13.03.2012",1061_0120423.txt
German,B2,Spanish,B1,B1,B2,B2,B1,B1,B2,Auspairsglobal,1023_0111896.txt
German,C1,other,B2,C1,C1,C1,C1,B2,B2,"Stadt X ist eine kleiner Staat und zugleich ein internationaler Staat. Viele Einwohner, Immigranten und Gastarbeiter wohnen zusammen in diesem kleinen Land. Aber es ist nicht besonders schwerig, einen wohnort zu finden, weil man sich an verschiedene Einrichtungen wenden kann.",1031_0003367.txt
German,B2,other,B1,B1,B1,B2,B1,B1,B2,-unreadable-                                                        14.3.2011,1023_0107075.txt
German,B2,other,B2,B2,B2,B2,B2,B2,B2,"Katharina Winkelmann                            Stadt X, 26.04.2011",1023_0107783.txt
German,A2,not reported,A2,A2,B1,A2,A2,A2,A2,Stadt X 05:01:2012,1091_0000049.txt
